id,label,ontology,synonyms,uri
416333003,Pretectal area,SNOMED CT,Pretectal region,http://purl.bioontology.org/ontology/SNOMEDCT/416333003
416345007,Skin and subcutaneous tissue structure of elbow,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416345007
416374003,Structure of subvalvular mitral region,SNOMED CT,Subvalvular mitral region,http://purl.bioontology.org/ontology/SNOMEDCT/416374003
416398005,Structure of right hemidiaphragm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416398005
416407007,Skin and subcutaneous tissue structure of dorsum of foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416407007
416408002,Skin and subcutaneous tissue structure of thumb,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416408002
416433004,Skin and subcutaneous tissue structure of forearm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416433004
416458009,Koilin,SNOMED CT,Koilin layer,http://purl.bioontology.org/ontology/SNOMEDCT/416458009
416489008,Structure of articular pillar of cervical vertebra,SNOMED CT,Articular pillar,http://purl.bioontology.org/ontology/SNOMEDCT/416489008
416514007,Skin and subcutaneous tissue structure of perineum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416514007
416535009,Skin and subcutaneous tissue structure of lower leg,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416535009
416550000,Chest and abdomen,SNOMED CT,Chest and/or abdomen structure,http://purl.bioontology.org/ontology/SNOMEDCT/416550000
416599001,Interphalangeal joint structure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416599001
416631005,Pelvis and lower extremities,SNOMED CT,Pelvis and/or lower extremity structure,http://purl.bioontology.org/ontology/SNOMEDCT/416631005
416705000,Distal intermedial ridge of tibia,SNOMED CT,DIRT,http://purl.bioontology.org/ontology/SNOMEDCT/416705000
416710001,Skin and subcutaneous tissue structure of axilla,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416710001
416771008,Skin and subcutaneous tissue structure of shoulder region,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416771008
416775004,"Chest, abdomen, and pelvis",SNOMED CT,Chest and/or abdomen and/or pelvis structure,http://purl.bioontology.org/ontology/SNOMEDCT/416775004
416788001,Skin and subcutaneous tissue structure of thigh,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416788001
416804009,Hindfoot,SNOMED CT,Hindfoot of quadruped,http://purl.bioontology.org/ontology/SNOMEDCT/416804009
416807002,Skin and subcutaneous tissue structure of chest,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416807002
416810009,Entire interphalangeal joint of finger,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416810009
416827001,Skin and subcutaneous tissue structure of upper arm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416827001
416857005,Entire left hemidiaphragm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416857005
416894001,Pygostyle,SNOMED CT,Plowshare bone|Rump post,http://purl.bioontology.org/ontology/SNOMEDCT/416894001
416907003,Entire lacrimal gland duct,SNOMED CT,Lacrimal gland duct,http://purl.bioontology.org/ontology/SNOMEDCT/416907003
416912002,Structure of left hemidiaphragm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416912002
416927002,Skin and subcutaneous tissue structure of heel,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416927002
416944003,Skin and subcutaneous tissue structure of genitalia,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416944003
416949008,Abdomen and pelvis,SNOMED CT,Abdomen and/or pelvis structure,http://purl.bioontology.org/ontology/SNOMEDCT/416949008
416982006,Pectoral fin,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/416982006
416987000,Keratohyoid bone,SNOMED CT,Keratohyoid,http://purl.bioontology.org/ontology/SNOMEDCT/416987000
417010001,Fascial compartment of head,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417010001
417041000,Blow hole,SNOMED CT,Blowhole,http://purl.bioontology.org/ontology/SNOMEDCT/417041000
417082000,Sacral base,SNOMED CT,Structure of base of sacrum,http://purl.bioontology.org/ontology/SNOMEDCT/417082000
417116009,Auxiliary incisor tooth of lagomorph,SNOMED CT,Peg tooth,http://purl.bioontology.org/ontology/SNOMEDCT/417116009
417127006,Dorsal fin,SNOMED CT,Dorsal fin structure,http://purl.bioontology.org/ontology/SNOMEDCT/417127006
417138006,Skin and subcutaneous tissue structure of toe,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417138006
417173008,Skin and subcutaneous tissue structure of scapular region of back,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417173008
417209002,Temporohyoid joint,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417209002
417259006,Interphalangeal joint of hand structure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417259006
417266007,Structure of lacrimal gland duct,SNOMED CT,Lacrimal gland ductule|Lacrimal gland secretory ductule|Lacrimal duct|Lacrimal gland duct|Lacrimal gland secretory duct,http://purl.bioontology.org/ontology/SNOMEDCT/417266007
417286006,Skin and subcutaneous tissue structure of back,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417286006
417315000,Structure of inferior lateral angle of sacrum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417315000
417340007,Entire pupillomotor system,SNOMED CT,Pupillomotor system,http://purl.bioontology.org/ontology/SNOMEDCT/417340007
417352000,Skin and subcutaneous tissue structure of abdomen,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417352000
417355003,Skin and subcutaneous tissue structure of finger,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417355003
417356002,Pterygoid sinus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417356002
417366005,Skin and subcutaneous tissue structure of palmar area of wrist,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417366005
417368006,Skin and subcutaneous tissue structure of hip,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417368006
417411008,Entire subvalvular mitral region,SNOMED CT,Subvalvular mitral region,http://purl.bioontology.org/ontology/SNOMEDCT/417411008
417419005,Lacrimal gland duct opening,SNOMED CT,Opening of lacrimal gland duct,http://purl.bioontology.org/ontology/SNOMEDCT/417419005
417437006,Neck and chest,SNOMED CT,Neck and/or chest structure,http://purl.bioontology.org/ontology/SNOMEDCT/417437006
417448004,Skin and subcutaneous tissue structure of hand,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417448004
417458000,Entire right hemidiaphragm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417458000
417460003,Skin and subcutaneous tissue structure of foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417460003
417461004,Skin and subcutaneous tissue structure of head and neck,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417461004
417480002,Skin and subcutaneous tissue structure of wrist,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417480002
417584008,Skin and subcutaneous tissue structure of pelvis,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417584008
417598000,Short posterior ciliary nerve,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417598000
417599008,Skin and subcutaneous tissue structure of upper limb,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417599008
417632006,Lesser duodenal papilla structure,SNOMED CT,Minor duodenal papilla|Accessory duodenal papilla|Lesser duodenal papilla|Papilla duodeni minor,http://purl.bioontology.org/ontology/SNOMEDCT/417632006
417737005,Vertebral unit structure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417737005
417947004,Structure of buccal frenum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/417947004
417954005,Structure of maxillary labial sulcus,SNOMED CT,Maxillary labial sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/417954005
418079008,Skin structure of lateral malleolus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/418079008
418173006,Canthal tendon,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/418173006
418232001,Structure of oral frenum,SNOMED CT,Oral frenum,http://purl.bioontology.org/ontology/SNOMEDCT/418232001
418271003,Structure of mandibular labial sulcus,SNOMED CT,Mandibular labial sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/418271003
418336001,Opening of accessory lacrimal gland duct,SNOMED CT,Opening of accessory lacrimal duct,http://purl.bioontology.org/ontology/SNOMEDCT/418336001
418337005,Structure of upper buccal frenum,SNOMED CT,Upper buccal frenum,http://purl.bioontology.org/ontology/SNOMEDCT/418337005
418380001,Skin structure of medial malleolus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/418380001
418459006,Lateral canthal tendon,SNOMED CT,Lateral palpebral ligament|LCT - Lateral canthal tendon,http://purl.bioontology.org/ontology/SNOMEDCT/418459006
418563001,Entire stratum granulosum,SNOMED CT,Stratum granulosum,http://purl.bioontology.org/ontology/SNOMEDCT/418563001
418643001,Structure of lower buccal frenum,SNOMED CT,Lower buccal frenum,http://purl.bioontology.org/ontology/SNOMEDCT/418643001
419133006,Structure of buccal sulcus,SNOMED CT,Buccal sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/419133006
419156002,Entire stratum lucidum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/419156002
419221005,Entire lacrimal drainage structure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/419221005
419428002,Structure of vestibulogingival sulcus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/419428002
419481005,Entire stratum germinativum,SNOMED CT,Stratum basale,http://purl.bioontology.org/ontology/SNOMEDCT/419481005
419500006,Structure of labial sulcus,SNOMED CT,Labial sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/419500006
419605007,Structure of ankle and/or foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/419605007
419755007,Structure of maxillary buccal sulcus,SNOMED CT,Maxillary buccal sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/419755007
419807001,Entire cilioretinal artery,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/419807001
419975006,Skin structure of malleolus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/419975006
420055006,Structure of mandibular buccal sulcus,SNOMED CT,Mandibular buccal sulcus,http://purl.bioontology.org/ontology/SNOMEDCT/420055006
420086000,Entire stratum spinosum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420086000
420097000,Cilioretinal artery,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420097000
420326009,Entire primary lower canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420326009
420329002,Bone structure of malleus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420329002
420345000,Structure of vertebra,SNOMED CT,Vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/420345000
420352003,Structure of third left lumbar vein,SNOMED CT,3rd left lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/420352003
420361003,Structure of primary lower tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420361003
420367004,Structure of body of axis,SNOMED CT,Body of axis,http://purl.bioontology.org/ontology/SNOMEDCT/420367004
420393006,Structure of maxillary tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420393006
420396003,Structure of left intervertebral vein at L2,SNOMED CT,Left intervertebral vein at L2,http://purl.bioontology.org/ontology/SNOMEDCT/420396003
420429001,Abdominal para-aortic lymph node group,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420429001
420433008,Entire mandibular right canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420433008
420455000,Structure of sclera proper,SNOMED CT,Sclera proper,http://purl.bioontology.org/ontology/SNOMEDCT/420455000
420465006,Structure of anterior external vertebral venous plexus,SNOMED CT,Anterior external vertebral venous plexus,http://purl.bioontology.org/ontology/SNOMEDCT/420465006
420471000,Structure of second web space of foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420471000
420473002,Structure of subregion of trunk,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420473002
420479003,Entire permanent second molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420479003
420498001,Structure of right renal apical segmental artery,SNOMED CT,Right renal apical segmental artery,http://purl.bioontology.org/ontology/SNOMEDCT/420498001
420546000,All marrow of a bone,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420546000
420568005,Structure of primary upper tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420568005
420575006,Structure of first right lumbar vein,SNOMED CT,1st right lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/420575006
420596004,Entire foot or both feet,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420596004
420607007,Structure of body of first sacral vertebra,SNOMED CT,Body of S1,http://purl.bioontology.org/ontology/SNOMEDCT/420607007
420657004,Structure of shoulder and/or upper arm,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420657004
420669007,Structure of intervertebral vein at L3,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420669007
420685002,Structure of subregion of abdomen,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420685002
420696005,Structure of bone marrow of innominate bone,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420696005
420725006,Structure of permanent premolar tooth,SNOMED CT,Premolar tooth|Bicuspid tooth,http://purl.bioontology.org/ontology/SNOMEDCT/420725006
420730005,Structure of mandibular tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420730005
420769004,Structure of irregular bone,SNOMED CT,Irregular bone,http://purl.bioontology.org/ontology/SNOMEDCT/420769004
420793009,Entire primary lower incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420793009
420800007,Structure of interpectoral lymph node,SNOMED CT,Interpectoral lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/420800007
420817000,Entire canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420817000
420853003,Structure of right intervertebral vein at L2,SNOMED CT,Right intervertebral vein at L2,http://purl.bioontology.org/ontology/SNOMEDCT/420853003
420856006,Entire incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420856006
420888003,Structure of body of third sacral vertebra,SNOMED CT,Body of S3,http://purl.bioontology.org/ontology/SNOMEDCT/420888003
420893000,Entire external ear,SNOMED CT,External ear,http://purl.bioontology.org/ontology/SNOMEDCT/420893000
420902003,Structure of bone marrow of femur,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420902003
420957001,Structure of left intervertebral vein at L3,SNOMED CT,Left intervertebral vein at L3,http://purl.bioontology.org/ontology/SNOMEDCT/420957001
420983006,Structure of intervertebral vein at L1,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420983006
420984000,Structure of first web space of foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/420984000
421042004,Entire left choana,SNOMED CT,Left choana|Left posterior naris,http://purl.bioontology.org/ontology/SNOMEDCT/421042004
421060004,Structure of vertebral column,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421060004
421082006,Structure of inferior branch of right renal apical segmental artery,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421082006
421097009,Structure of permanent canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421097009
421114004,Entire maxillary left canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421114004
421126009,Structure of body of second sacral vertebra,SNOMED CT,Body of S2,http://purl.bioontology.org/ontology/SNOMEDCT/421126009
421127000,Structure of second right lumbar vein,SNOMED CT,2nd right lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/421127000
421159007,Entire pinna,SNOMED CT,Pinna,http://purl.bioontology.org/ontology/SNOMEDCT/421159007
421227007,Entire deciduous premolar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421227007
421235005,Structure of femur,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421235005
421318008,Structure of left renal apical segmental artery,SNOMED CT,Left renal apical segmental artery,http://purl.bioontology.org/ontology/SNOMEDCT/421318008
421320006,Structure of marrow of a bone,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421320006
421344008,Structure of body of fifth sacral vertebra,SNOMED CT,Body of S5,http://purl.bioontology.org/ontology/SNOMEDCT/421344008
421350003,Entire mandibular left canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421350003
421354007,Structure of first left lumbar vein,SNOMED CT,1st left lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/421354007
421371008,Structure of half of head lateral to midsagittal plane,SNOMED CT,Structure of lateral half of head,http://purl.bioontology.org/ontology/SNOMEDCT/421371008
421384004,Entire right choana,SNOMED CT,Right choana|Right posterior naris,http://purl.bioontology.org/ontology/SNOMEDCT/421384004
421413000,Structure of patella,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421413000
421456005,Structure of permanent molar tooth,SNOMED CT,Permanent molar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/421456005
421462000,Structure of fourth web space of foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421462000
421466002,Structure of peripheral vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421466002
421480009,Lower extremity or both lower extremities,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421480009
421482001,Entire primary lower molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421482001
421578001,Entire primary upper incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421578001
421593002,Entire permanent molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421593002
421596005,Structure of body of fourth sacral vertebra,SNOMED CT,Body of S4,http://purl.bioontology.org/ontology/SNOMEDCT/421596005
421611008,Structure of third right lumbar vein,SNOMED CT,3rd right lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/421611008
421624008,Structure of axillary vein lymph node,SNOMED CT,Axillary vein lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/421624008
421663001,Structure of bone (organ),SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421663001
421690005,Structure of right intervertebral vein at L3,SNOMED CT,Right intervertebral vein at L3,http://purl.bioontology.org/ontology/SNOMEDCT/421690005
421699006,Structure of esophageal branch of azygous minor,SNOMED CT,Esophageal branch of azygous minor,http://purl.bioontology.org/ontology/SNOMEDCT/421699006
421740001,Structure of left intervertebral vein at L1,SNOMED CT,Left intervertebral vein at L1,http://purl.bioontology.org/ontology/SNOMEDCT/421740001
421793000,Bone structure of incus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421793000
421810006,Entire primary upper canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421810006
421861001,Structure of subclavian lymph node,SNOMED CT,Subclavian lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/421861001
421878005,Skin structure of central region of abdomen,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421878005
421902006,Entire sclera proper,SNOMED CT,Sclera proper,http://purl.bioontology.org/ontology/SNOMEDCT/421902006
421909002,Structure of second left lumbar vein,SNOMED CT,2nd left lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/421909002
421911006,Structure of interspinalis cervicis muscle,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421911006
421988007,Structure of external mammary lymph node,SNOMED CT,External mammary lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/421988007
421995003,Structure of intervertebral vein at L2,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/421995003
421997006,Entire internal mammary lymph node,SNOMED CT,Internal mammary lymph node|Parasternal lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/421997006
422032003,Entire mandibular tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422032003
422038004,Entire permanent premolar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422038004
422057008,Bone structure of stapes,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422057008
422111009,Structure of bone marrow of tibia,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422111009
422125005,Structure of right intervertebral vein at L1,SNOMED CT,Right intervertebral vein at L1,http://purl.bioontology.org/ontology/SNOMEDCT/422125005
422139005,Structure of third web space of foot,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422139005
422153005,Structure of fourth right lumbar vein,SNOMED CT,4th right lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/422153005
422195001,Structure of third and fourth parts of the duodenum,SNOMED CT,Fourth and third parts of the duodenum,http://purl.bioontology.org/ontology/SNOMEDCT/422195001
422206004,Entire maxillary right canine tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422206004
422258005,Bone structure of auditory ossicle,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422258005
422279005,Entire maxillary tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422279005
422308000,Structure of fourth left lumbar vein,SNOMED CT,4th left lumbar vein,http://purl.bioontology.org/ontology/SNOMEDCT/422308000
422314007,Structure of central region of abdomen,SNOMED CT,Central abdominal structure,http://purl.bioontology.org/ontology/SNOMEDCT/422314007
422318005,Entire primary upper molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422318005
422333002,Structure of inferior branch of left renal apical segmental artery,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422333002
422363006,Structure of central incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422363006
422364000,Entire central incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422364000
422365004,Structure of lateral incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422365004
422366003,Entire lateral incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422366003
422367007,Structure of first premolar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422367007
422368002,Entire first premolar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422368002
422369005,Structure of second premolar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422369005
422370006,Entire second premolar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422370006
422371005,Structure of first molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422371005
422372003,Entire first molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422372003
422373008,Structure of second molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422373008
422374002,Entire second molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422374002
422386004,Structure of tributary of deep facial vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422386004
422409009,Structure of ossification center of metatarsal head,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422409009
422429005,Structure of bursa of ankle,SNOMED CT,Bursa of ankle,http://purl.bioontology.org/ontology/SNOMEDCT/422429005
422430000,Entire subfascicular nucleus of thalamus,SNOMED CT,Subfascicular nucleus of thalamus|Subfascicular nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/422430000
422442005,Musculi pectinati of right atrium,SNOMED CT,Pectinate muscles of right atrium,http://purl.bioontology.org/ontology/SNOMEDCT/422442005
422445007,Structure of accessory nerve vagal part,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422445007
422457003,Structure of neural lobe of pituitary,SNOMED CT,Infundibular process of pituitary|Structure of neural lobe of neurohypophysis|Neural lobe of neurohypophysis|Neural lobe of pituitary,http://purl.bioontology.org/ontology/SNOMEDCT/422457003
422458008,Structure of tributary of inferior hemorrhoidal vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422458008
422473009,Structure of tributary of left renal vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422473009
422475002,Structure of tributary of splenic vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422475002
422484002,Structure of intermediate incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422484002
422488004,Proximal half of appendix structure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422488004
422492006,Entire confluence of sinuses,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422492006
422499002,Structure of half of thoracic cavity lateral to midsagittal plane,SNOMED CT,Cavity of hemithorax,http://purl.bioontology.org/ontology/SNOMEDCT/422499002
422515007,Structure of ossification center of head of fifth metacarpal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422515007
422519001,Structure of posterior transverse temporal gyrus,SNOMED CT,Posterior transverse temporal gyrus,http://purl.bioontology.org/ontology/SNOMEDCT/422519001
422531004,Structure of tributary of right gastric vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422531004
422543003,Structure of axillary fossa,SNOMED CT,Armpit|Axilla|Axillary fossa,http://purl.bioontology.org/ontology/SNOMEDCT/422543003
422559003,Structure of inferior palpebral vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422559003
422562000,Structure of calcaneal apophysis,SNOMED CT,Calcaneal apophysis,http://purl.bioontology.org/ontology/SNOMEDCT/422562000
422564004,Structure of tributary of anterior jugular vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422564004
422567006,Structure of tributary of pterygoid venous plexus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422567006
422569009,Structure of left half of scalp,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422569009
422595006,Entire deciduous second molar tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422595006
422605007,Structure of thalamic reticular nucleus,SNOMED CT,Reticular thalamic nucleus|Thalamic reticular nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/422605007
422614002,Structure of half of thorax lateral to midsagittal plane,SNOMED CT,Hemithorax,http://purl.bioontology.org/ontology/SNOMEDCT/422614002
422622009,Structure of psoas bursa,SNOMED CT,Psoas bursa,http://purl.bioontology.org/ontology/SNOMEDCT/422622009
422624005,Structure of half of face lateral to midsagittal plane,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422624005
422631009,Structure of tributary of superior mesenteric vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422631009
422643005,Structure of central auditory system,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422643005
422646002,Structure of medial branch of left portal vein,SNOMED CT,Medial branch of left portal vein,http://purl.bioontology.org/ontology/SNOMEDCT/422646002
422653006,Structure of permanent maxillary right central incisor tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422653006
422665005,Structure of tributary of sigmoid sinus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422665005
422683002,Entire petrosal vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422683002
422689003,Structure of tributary of cephalic vein,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/422689003
